0,1.7102926
10,1.1434216
20,0.81513304
30,0.6215193
40,0.52126914
50,0.43612158
60,0.39689124
70,0.31679845
80,0.30301422
90,0.26015255
100,0.26383555
110,0.22070748
120,0.21658707
130,0.21407618
140,0.19172539
150,0.16384
160,0.16482444
170,0.15902793
180,0.16463117
190,0.1344826
200,0.1522997
210,0.15425938
220,0.15325773
230,0.15649755
240,0.12128932
250,0.12525283
260,0.117090136
270,0.09965283
280,0.12554555
290,0.0983323
300,0.09117937
310,0.12054546
320,0.0960335
330,0.08084567
340,0.0849874
350,0.09118608
360,0.07735544
370,0.118017666
380,0.0843191
390,0.07648978
400,0.077800386
410,0.0784264
420,0.07637351
430,0.09234011
440,0.0771661
450,0.08087167
460,0.06980405
470,0.067395926
480,0.067952745
490,0.081749015
500,0.060708776
510,0.0714625
520,0.060012925
530,0.06865579
540,0.06600341
550,0.06924414
560,0.056966726
570,0.06297937
580,0.08998802
590,0.074269526
600,0.050404813
610,0.06821158
620,0.06986069
630,0.064780526
640,0.04727964
650,0.06560991
660,0.058587324
670,0.056119468
680,0.05979912
690,0.054417495
700,0.05579083
710,0.047179945
720,0.060776178
730,0.05250229
740,0.054043185
750,0.03934658
760,0.05519024
770,0.042782985
780,0.048789866
790,0.048805553
800,0.050402958
810,0.048215415
820,0.042896368
830,0.04352093
840,0.045988716
850,0.038023435
860,0.03748051
870,0.043679725
880,0.05037238
890,0.040144563
900,0.041850243
910,0.03407208
920,0.056138784
930,0.04636868
940,0.04018696
950,0.057049617
960,0.04082268
970,0.039253496
980,0.037207797
990,0.04360355
1000,0.03492833
1010,0.04137381
1020,0.042261854
1030,0.037442297
1040,0.034908883
1050,0.038105637
1060,0.032286666
1070,0.039543845
1080,0.029034456
1090,0.036428247
1100,0.031938348
1110,0.032485377
1120,0.02940042
1130,0.037547566
1140,0.03672071
1150,0.028941333
1160,0.04243903
1170,0.03423709
1180,0.029976282
1190,0.03438484
1200,0.039342973
1210,0.029619537
1220,0.033583473
1230,0.03484739
1240,0.038315922
1250,0.034760907
1260,0.028253933
1270,0.032873753
1280,0.028619595
1290,0.036889635
1300,0.025816273
1310,0.030714476
1320,0.026550073
1330,0.036053192
1340,0.03384002
1350,0.025711836
1360,0.030362409
1370,0.026352517
1380,0.028621025
1390,0.025854472
1400,0.027229935
1410,0.033522006
1420,0.02467604
1430,0.032549687
1440,0.031655744
1450,0.026935937
1460,0.030148597
1470,0.022194881
1480,0.038016915
1490,0.026561469
1500,0.025014846
1510,0.032667935
1520,0.019670269
1530,0.027259607
1540,0.02430898
1550,0.02358461
1560,0.03464073
1570,0.036018435
1580,0.025643352
1590,0.028237527
1600,0.031524
1610,0.02447195
1620,0.02659476
1630,0.028120922
1640,0.02887572
1650,0.024632
1660,0.02314282
1670,0.026592994
1680,0.024220806
1690,0.024942564
1700,0.026326083
1710,0.023346927
1720,0.028940152
1730,0.027023757
1740,0.024913117
1750,0.03066654
1760,0.026422337
1770,0.031455938
1780,0.027377987
1790,0.022809537
1800,0.023122938
1810,0.025644936
1820,0.02095717
1830,0.022348976
1840,0.02677612
1850,0.0209632
1860,0.027424479
1870,0.021288034
1880,0.01877976
1890,0.021151906
1900,0.024163704
1910,0.019716473
1920,0.022389468
1930,0.01914979
1940,0.027347641
1950,0.028185597
1960,0.020342132
1970,0.021438958
1980,0.023049569
1990,0.023171127
1999,0.015691636
